t,i
84887298,-3
84888031,0
84888580,-3
84889282,-3
84890045,9
84890594,9
84891205,-7
84891907,-40
84892578,-40
84893341,13
84893951,-64
84894592,-64
84895294,-3
84895965,-4
84896576,-4
84897278,2
84897857,2
84898468,2
84899017,2
84899597,-4
84900299,3
84900879,3
84901459,-18
84902221,-18
84902923,-209
84903625,-214
84904297,-214
84904968,-59
84905639,-3
84906280,-3
84907013,-9
84907715,1
84908264,1
84908783,2
84909393,2
84909912,2
84910522,2
84911133,-3
84911804,-28
84912506,-28
84913238,-36
84913849,-1
84914490,-1
84915222,-11
84915924,-12
84916595,-12
84917267,-5
84918030,-5
84918701,-2
84919433,-2
84920227,-12
84920929,-12
84921631,-13
84922302,-24
84922943,-24
84923614,-93
84924286,-93
84925049,-151
84925690,1
84926239,1
84926788,-3
84927490,3
84928100,3
84928680,-4
84929291,-4
84929992,-7
84930633,-7
84931366,-5
84932037,-250
84932709,-250
84933441,-202
84934234,-77
84934845,-77
84935547,-31
84936279,2
84936798,2
84937378,-5
84938049,-7
84938721,-7
84939453,-7
84940155,-7
84940857,-7
84941528,19
84942077,19
84942596,-24
84943298,-17
84944000,-17
84944641,-41
84945343,-41
84946045,9
84946625,-2
84947296,-2
84947967,0
84948547,20
84949096,20
84949676,3
84950287,3
84950928,-1
84951599,-1
84952270,-83
84952942,-246
84953613,-246
84954284,-231
84954925,-33
84955627,-33
84956390,-3
84957062,2
84957611,2
84958221,4
84958740,4
84959442,-9
84960205,3
84960815,3
84961456,-8
84962189,-8
84962799,-33
84963470,-33
84964172,-33
84964844,-86
84965545,2
84966217,2
84966766,0
84967438,0
84967987,9
84968536,3
84969147,3
84969726,-8
84970367,-8
84971008,3
84971557,3
84972198,6
84972717,-36
84973358,-36
84973999,-43
84974640,-43
84975433,13
84976013,3
84976623,3
84977173,-1
84977936,-1
84978607,-1
84979278,-2
84979950,-2
84980621,-24
84981262,6
84981811,6
84982391,-117
84983093,-117
84983825,-148
84984466,-109
84985107,-109
84985718,4
84986358,4
84986847,5
84987396,5
84988037,12
84988586,-11
84989288,-11
84990021,-5
84990692,-8
84991394,-8
84992035,3
84992615,3
84993194,-2
84993866,1
84994446,1
84994964,-1
84995605,-1
84996277,4
84996887,4
84997467,0
84997986,-4
84998688,-4
84999389,-5
85000030,-5
85000671,-9
85001373,1
85001922,1
85002441,-165
85003174,-165
85003937,-221
85004638,-197
85005340,1
85005920,1
85006531,-4
85007355,-4
85008026,-5
85008667,2
85009216,2
85009765,4
85010437,4
85011017,-4
85011688,-11
85012359,-11
85013000,-100
85013641,-100
85014282,-1
85014953,-25
85015655,-25
85016357,-3
85016998,-7
85017731,-7
85018432,-12
85019226,-4
85019928,-4
85020630,-20
85021240,3
85021820,3
85022369,-146
85023010,-146
85023651,-262
85024261,-129
85024933,-129
85025604,3
85026214,3
85026825,1
85027344,1
85027862,-2
85028534,-4
85029297,-4
85030090,0
85030609,-6
85031341,-6
85032013,-109
85032745,-180
85033386,-180
85034027,-264
85034729,-264
85035431,-15
85036072,-4
85036682,-4
85037353,-2
85037994,-11
85038635,-11
85039276,-3
85039917,-3
85040588,-14
85041290,-11
85041931,-11
85042633,-14
85043243,-31
85043915,-31
85044555,-38
85045257,-38
85045990,6
85046600,-2
85047302,-2
85047973,-4
85048645,5
85049194,5
85049713,10
85050354,10
85050964,6
85051544,6
85052154,-19
85052765,-200
85053497,-200
85054107,-271
85054718,-271
85055389,8
85055939,-3
85056549,-3
85057281,-10
85057953,-23
85058594,-23
85059295,-4
85060028,-7
85060699,-7
85061371,1
85061950,1
85062469,-1
85063171,-1
85063934,0
85064483,-143
85065216,-143
85075928,-2
85076629,-2
85077301,-3
85078033,-1
85078674,-1
85079376,-1
85080047,1
85080627,1
85081238,-17
85081848,-17
85082458,-67
85083099,-67
85083801,-237
85084472,-99
85085113,-99
85085815,6
85086395,-6
85087036,-6
85087738,3
85088348,3
85088959,2
85089538,8
85090149,8
85090698,1
85091369,1
85091919,-56
85092560,-56
85093292,-3
85093994,-37
85094635,-37
85095276,-8
85095917,-5
85096649,-5
85097351,1
85097870,1
85098450,4
85099060,-6
85099762,-6
85100525,8
85101044,-2
85101684,-2
85102295,-66
85102966,-66
85103699,-153
85104370,-28
85105011,-28
85105652,8
85106262,8
85106811,-4
85107513,-5
85108337,-5
85109039,4
85109588,3
85110199,3
85110718,-9
85111358,-9
85112060,-40
85112701,-12
85113373,-12
85114044,-162
85114685,-162
85115387,-46
85116028,3
85116638,3
85117218,2
85117767,2
85118439,-15
85119079,-2
85119690,-2
85120361,-12
85121002,-12
85121643,5
85122192,-28
85122803,-28
85123474,-22
85124115,-22
85124725,-47
85125397,2
85125976,2
85126526,-4
85127350,-4
85128052,-3
85128692,-4
85129394,-4
85130066,-14
85130707,-3
85131439,-3
85132232,-40
85132873,-209
85133575,-209
85134277,-215
85134979,-36
85135589,-36
85136291,-1
85136963,-9
85137604,-9
85138214,-2
85138855,-2
85139557,-3
85140320,-8
85140991,-8
85141632,7
85142242,-2
85142853,-2
85143524,-20
85144226,-20
85144958,-20
85145599,-9
85146271,2
85146850,2
85147461,-3
85148132,-3
85148804,6
85149444,6
85150024,12
85150604,5
85151184,5
85151764,-8
85152435,-8
85153107,-42
85153778,-18
85154510,-18
85155304,-15
85156067,-11
85156738,-11
85157501,0
85158111,1
85158905,1
85159485,-6
85160095,1
85160644,1
85161194,-9
85161804,-9
85162536,-4
85163299,-157
85163971,-157
85164642,-118
85165283,19
85165863,19
85166443,2
85167053,2
85167602,7
85168182,7
85168854,8
85169433,-7
85170105,-7
85170715,-4
85171387,-4
85172088,-12
85172729,-25
85173370,-25
85174011,-28
85174652,-28
85175445,5
85176025,-2
85176727,-2
85177337,-3
85177978,-5
85178680,-5
85179382,-5
85179992,-2
85180633,-2
85181366,-4
85181946,-4
85182586,-93
85183227,-261
85183868,-261
85184509,-81
85185211,13
85185821,13
85186371,12
85186920,12
85187530,1
85188110,1
85188721,-4
85189361,-4
85189972,-7
85190643,-5
85191345,-5
85192016,-44
85192749,16
85193268,16
85193878,-10
85194580,-10
85195282,-14
85195923,0
85196502,0
85196991,-2
85197662,-2
85198273,-2
85198913,-3
85199585,-3
85200287,1
85200836,1
85201477,0
85201965,0
85202606,-150
85203338,-189
85204101,-189
85204803,-89
85205475,19
85206024,19
85206634,2
85207184,2
85207825,-3
85208496,-7
85209137,-7
85209808,-8
85210510,-5
85211242,-5
85211944,4
85212494,4
85213074,-220
85213684,-35
85214447,-35
85215118,-14
85215790,5
85216461,5
85217071,-3
85217682,-3
85218353,-1
85218994,-11
85219635,-11
85220337,6
85220886,6
85221496,-4
85222107,-37
85222809,-37
85223450,-28
85224243,4
85224792,4
85225372,-17
85226013,-17
85226745,2
85227295,-4
85227936,-4
85228638,4
85229187,4
85229767,1
85230285,1
85230865,-5
85231537,-42
85232208,-42
85232818,-348
85233581,-348
85234253,-33
85234924,-30
85235626,-30
85236297,-9
85237030,-1
85237671,-1
85238281,-5
85238952,2
85239471,2
85240112,-3
85240814,-3
85241516,-8
85242126,-24
85242737,-24
85243377,-14
85244049,-14
85244751,-41
85245392,0
85245941,0
85246582,-8
85247253,-7
85247986,-7
85248688,-10
85249389,17
85249939,17
85250580,15
85251221,15
85251831,-45
85252472,-45
85253174,-20
85253876,-141
85254516,-141
85255249,0
85255798,2
85256500,2
85256988,-7
85257660,-7
85258362,-1
85258972,-3
85259613,-3
85260284,-3
85260956,6
85261535,6
85262237,-66
85262848,-66
85263550,-132
85264252,-99
85264984,-99
85265655,-4
85266296,-1
85266937,-1
85267639,4
85268188,4
85268829,12
85269378,2
85269958,2
85270538,-12
85271301,-12
85271972,-8
85272644,-65
85273254,-65
85273926,0
85274566,0
85275177,-19
85275848,-2
85276520,-2
85277221,0
85277771,3
85278473,3
85279053,-10
85279693,-10
85280365,-5
85281036,1
85281616,1
85282196,-2
85282806,-2
85283508,-297
85284241,-140
85284973,-140
85285614,3
85286224,3
85286804,3
85287445,14
85288055,14
85288635,-5
85289337,-5
85290039,-8
85290710,5
85291260,5
85291809,-7
85292511,-51
85293304,-51
85293976,-16
85294617,-69
85295349,-69
85295990,-9
85296692,-9
85297394,0
85298004,-1
85298736,-1
85299499,-1
85300110,0
85300659,0
85301239,-6
85301971,-42
85302673,-42
85303284,-43
85303924,-43
85304596,-44
85305267,-2
85305939,-2
85306579,9
85307190,9
85307770,-3
85308441,-2
85309112,-2
85309784,-11
85310577,-3
85311279,-3
85311920,-24
85312622,-71
85313263,-71
85313965,-172
85314606,1
85315216,1
85315765,18
85316498,18
85317047,-1
85317688,-1
85318390,-9
85319061,-4
85319702,-4
85320404,-11
85321045,10
85321625,10
85322113,7
85322693,7
85323395,-41
85324035,-41
85324737,-93
85325470,-3
85326172,-6
85326904,-6
85327606,2
85328216,2
85328766,-1
85329529,-8
85330231,-8
85330841,-21
85331543,-76
85332336,-76
85333038,-50
85333679,-43
85334381,-43
85335052,19
85335632,-14
85336304,-14
85337005,-5
85337738,-7
85338501,-7
85339203,-8
85339844,-7
85340515,-7
85341339,0
85341980,-7
85342651,-7
85343353,-1
85344024,-1
85344665,5
85345245,13
85345794,13
85346374,-8
85347015,-8
85347656,3
85348358,9
85348877,9
85349457,12
85350128,12
85350677,1
85351196,1
85351806,39
85352386,39
85352966,-310
85353607,-253
85354339,-253
85354980,-37
85355652,-6
85356293,-6
85356964,-2
85357666,-2
85358459,-4
85359222,-3
85359863,0
85360473,0
85361023,-8
85361725,-8
85362396,-67
85363098,-227
85363769,-227
85364532,-190
85365295,-13
85365936,-13
85366638,13
85367218,4
85367737,4
85368286,-3
85369018,-3
85369751,7
85370300,7
85370910,9
85371490,-42
85372131,-42
85372833,-2
85373474,-2
85374115,-43
85374725,-13
85375397,-13
85376068,-3
85376770,-3
85377533,-3
85378357,-2
85379059,-11
85379700,-11
85380310,-16
85381073,9
85381622,9
85382232,-80
85382934,-80
85383667,-144
85384338,-206
85385040,-206
85385681,-6
85386383,-3
85386993,-3
85387665,1
85388214,1
85388733,9
85389374,-2
85390045,-2
85390716,-3
85391418,-1
85392090,-1
85392792,-47
85393524,-3
85394348,-3
85394989,-86
85395630,3
85396240,3
85396789,-3
85397522,-3
85398193,-4
85398804,-5
85399475,-5
85400116,-5
85400818,-5
85401520,0
85402221,3
85402801,3
85403381,-216
85403992,-216
85404632,-180
85405395,0
85405945,0
85406494,4
85406982,4
85407593,-5
85408356,0
85408874,0
85409454,-1
85410095,-1
85410766,-5
85411529,-1
85412140,-1
85412750,-399
85413391,-399
85414062,-176
85414825,-42
85415466,-42
85416076,-9
85416717,-3
85417450,-3
85418213,-3
85418854,-5
85419555,-5
85420349,-1
85421051,9
85421661,9
85422211,4
85422729,4
85423431,-25
85424103,-4
85424774,-4
85425537,-8
85426117,-3
85426727,-3
85427368,-10
85428009,-10
85428711,15
85429291,-1
85430084,-1
85430786,-3
85431518,-16
85432190,-16
85432861,-283
85433533,-283
85434234,-283
85434967,-38
85435608,3
85436188,3
85436737,1
85437378,1
85437958,-2
85438598,-2
85439300,-8
85440033,-9
85440765,-9
85441376,-3
85442077,-1
85442688,-1
85443451,-32
85444122,-214
85444794,-214
85445526,11
85446075,11
85446625,7
85447235,6
85447784,6
85448303,2
85448852,2
85449432,-1
85450104,-1
85450836,8
85451355,-2
85451965,-2
85452606,-43
85453216,-43
85453857,-68
85454559,3
85455231,3
85455780,-4
85456512,-4
85457214,0
85457794,-3
85458526,-3
85459198,1
85459747,1
85460266,-12
85460968,-24
85461639,-24
85462341,-41
85463043,-224
85463684,-224
85464386,-170
85464996,-170
85465637,9
85466186,15
85466736,15
85467285,7
85467804,7
85468384,2
85468963,2
85469543,4
85470245,4
85470794,24
85471435,-7
85472107,-7
85472717,0
85473266,0
85473877,-69
85474548,-13
85475189,-13
85475860,8
85476379,8
85476929,-6
85477630,-6
85478302,-3
85478973,-10
85479614,-10
85480285,-10
85480957,-13
85481598,-13
85482300,-31
85482971,-278
85483612,-278
85484283,-154
85484924,-154
85485596,4
85486175,4
85486725,4
85487396,-1
85488006,-1
85488647,-4
85489258,-6
85489929,-6
85490661,-1
85491363,-1
85491974,-1
85492645,-73
85493347,-73
85493988,-144
85494629,-10
85495270,-10
85495971,-2
85496612,1
85497192,1
85497742,-8
85498382,-8
85499023,-12
85499664,-12
85500305,-11
85500946,-4
85501617,-4
85502228,-8
85502930,17
85503448,17
85504059,-3
85504700,-3
85505462,-5
85506225,5
85506775,5
85507446,-6
85508117,-6
85508819,-4
85509491,-4
85510193,-4
85510803,14
85511505,-36
85512176,-36
85512848,-154
85513519,-156
85514343,-156
85515106,-85
85515716,-8
85516449,-8
85517242,-7
85517883,-5
85518524,-5
85519348,-10
85519989,-3
85520660,-3
85521362,3
85521881,-6
85522522,-6
85523346,-33
85523987,-47
85524658,-47
85525299,-11
85526031,0
85526642,0
85527191,12
85527771,12
85528290,1
85528992,1
85529541,6
85530090,6
85530609,1
85531189,1
85531769,61
85532287,61
85532867,-321
85533539,-161
85534302,-161
85535003,-64
85535644,9
85536224,9
85536804,3
85537445,3
85538055,-2
85538727,1
85539337,1
85539856,-6
85540527,-6
85541260,-1
85541870,-20
85542602,-20
85543304,-106
85544037,-159
85544739,-159
85545379,-1
85546020,-3
85546661,-3
85547455,-15
85548248,-7
85548858,-7
85549591,-3
85550262,0
85550812,0
85551452,-18
85552124,-18
85552795,-47
85553528,-3
85554199,-3
85554809,-13
85555481,-12
85556183,-12
85556946,-1
85557586,-4
85558258,-4
85558960,-8
85559631,-8
85560364,-10
85561035,2
85561584,2
85562225,-30
85562927,-134
85563629,-134
85564361,-242
85564972,-2
85565704,-2
85566376,-1
85567016,-1
85567718,-4
85568451,-9
85569092,-9
85569732,7
85570251,2
85570862,2
85571441,-2
85572113,-2
85572784,-20
85573517,-48
85574341,-48
85575012,14
85575561,-5
85576233,-5
85576874,1
85577453,1
85577972,-9
85578613,-9
85579346,-7
85580108,-6
85580719,-6
85581390,-12
85582031,-60
85582702,-60
85583374,-95
85583984,-177
85584656,-177
85585357,-13
85586029,-5
85586761,-5
85587372,-1
85588013,-1
85588653,-1
85589355,-11
85589996,-11
85590637,3
85591247,-36
85591949,-36
85592590,-209
85593292,-209
85593933,-155
85594665,-35
85595337,-35
85596039,7
85596588,10
85597229,10
85597809,-11
85598511,-11
85599182,-4
85599853,-10
85600525,-10
85601349,-11
85602081,-17
85602783,-17
85603515,-41
85604339,-7
85605102,0
85605621,0
85606232,-20
85606872,-20
85607574,0
85608154,11
85608764,11
85609283,-9
85609985,-9
85610626,11
85611236,-21
85611877,-21
85612579,-367
85613281,-367
85613983,-260
85614624,-41
85615295,-41
85615967,12
85616546,4
85617096,4
85617645,-5
85618347,-5
85619079,-15
85619751,3
85620300,3
85620819,1
85621460,1
85622040,-8
85622680,-8
85623382,-30
85623993,-78
85624664,-78
85625397,5
85625976,6
85626495,6
85627106,-2
85627777,-2
85628540,-4
85629364,-1
85629974,-1
85630646,-19
85631347,-11
85632019,-11
85632812,-90
85633545,-37
85634338,-37
85635040,-66
85635742,6
85636352,6
85636871,0
85637451,0
85638061,-2
85638733,-3
85639526,-3
85640198,-8
85640838,-3
85641540,-3
85642242,-45
85642883,-168
85643493,-168
85644195,-201
85644867,-201
85645538,-7
85646179,5
85646728,5
85647400,-8
85648071,-3
85648712,-3
85649383,-13
85650055,-13
85650696,15
85651275,0
85651886,0
85652466,-26
85653198,-26
85653900,-36
85654571,-12
85655182,-12
85655792,0
85656433,0
85657043,-2
85657684,0
85658294,0
85658905,-5
85659607,-6
85660278,-6
85660950,-7
85661621,-7
85662292,-63
85662994,-190
85663696,-190
85664429,-174
85665069,-5
85665802,-5
85666534,-2
85667267,0
85667816,0
85668396,-5
85669067,-5
85669678,1
85670196,-6
85670868,-6
85671509,-5
85672241,-3
85672912,-3
85673584,-131
85674347,-131
85674988,-35
85675659,7
85676178,7
85676849,9
85677368,9
85677978,-4
85678619,-8
85679291,-8
85679962,-7
85680603,-7
85681244,2
85681793,-25
85682525,-25
85683197,-40
85683899,-134
85684570,-134
85685180,-2
85685791,-2
85686523,-4
85687195,0
85687713,0
85688263,8
85688812,8
85689453,-3
85690216,0
85690735,0
85691376,-28
85691955,-28
85692596,-179
85693298,-221
85693939,-221
85694580,-11
85695282,-11
85696014,6
85696594,-7
85697265,-7
85697937,-4
85698639,-9
85699341,-9
85700043,-36
85700683,15
85701355,15
85701904,-10
85702575,-10
85703186,-19
85703827,-26
85704529,-26
85705200,-2
85705871,-2
85706543,-3
85707336,-2
85707977,-2
85708648,8
85709228,9
85709839,9
85710357,2
85710937,2
85711548,-25
85712219,-43
85712860,-43
85713501,-142
85714203,-142
85714874,-93
85715515,-1
85716247,-1
85716919,-2
85717529,2
85718078,2
85718628,-8
85719330,-8
85720062,-4
85720733,6
85721344,6
85721832,-17
85722595,-17
85723266,-12
85723968,-77
85724609,-77
85725342,-15
85725952,-2
85726654,-2
85727356,4
85727936,4
85728546,-3
85729248,0
85729797,0
85730469,-5
85731140,-5
85731842,-16
85732544,-129
85733215,-129
85733825,-208
85734466,-31
85735138,-31
85735748,4
85736267,4
85736816,-2
85737488,-3
85738220,-3
85738952,-3
85739593,-2
85740234,-2
85740936,5
85741516,5
85742126,-43
85742859,-134
85743530,-134
85744354,-170
85744995,1
85745575,1
85746124,-7
85746795,-7
85747528,1
85748230,-2
85748901,-2
85749573,-9
85750244,-4
85750915,-4
85751587,0
85752197,-88
85752899,-88
85753601,6
85754181,6
85754791,-29
85755523,-9
85756195,-9
85756805,-2
85757507,3
85758087,3
85758636,-11
85759338,-11
85760010,-12
85760650,6
85761352,6
85761841,-1
85762573,-1
85763275,-61
85763977,-11
85764618,-11
85765350,-23
85766052,-5
85766693,-5
85767456,1
85768066,5
85768585,5
85769195,-4
85769806,-4
85770508,-1
85771179,-14
85771820,-14
85772522,-17
85773193,-17
85773834,-59
85774536,-7
85775177,-7
85775818,-1
85776520,-8
85777191,-8
85777801,1
85778442,1
85778961,-10
85779602,-4
85780304,-4
85780945,16
85781616,16
85782226,-7
85782867,6
85783447,6
85783935,-25
85784668,-25
85785370,3
85785980,-1
85786621,-1
85787292,-5
85787903,-5
85788635,7
85789215,-7
85789825,-7
85790527,12
85791260,23
85791809,23
85792511,-168
85793243,-40
85793854,-40
85794525,-30
85795349,-10
85796020,-10
85796661,3
85797211,3
85797790,-2
85798523,-5
85799164,-5
85799774,0
85800445,0
85801056,-3
85801727,-15
85802429,-15
85803161,-1
85803894,-1
85804535,-1
85805359,-5
85806000,-4
85806640,-4
85807281,3
85807831,3
85808441,2
85808960,2
85809509,2
85810119,-12
85810852,-12
85811493,-9
85812225,-81
85812927,-81
85813568,-38
85814270,-15
85814941,-15
85815643,-4
85816284,-4
85816986,-7
85817657,1
85818237,1
85818786,-1
85819580,0
85820251,0
85820801,3
85821472,3
85821991,6
85822601,6
85823120,-132
85823791,-157
85824524,-157
85825195,13
85825744,13
85826385,-9
85826996,-18
85827728,-18
85828369,0
85828949,0
85829590,12
85830139,-10
85830810,-10
85831543,26
85832092,26
85832641,-251
85833282,-350
85833984,-350
85834625,-7
85835296,0
85835907,0
85836517,-4
85837250,-4
85837921,-4
85838562,-9
85839355,-9
85839996,-5
85840668,1
85841217,1
85841766,-20
85842377,-20
85843078,-257
85843719,-160
85844391,-160
85845032,-31
85845672,-31
85846283,1
85846832,1
85847442,-4
85848144,-1
85848785,-1
85849518,1
85850128,0
85850647,0
85851196,-13
85851806,-13
85852539,-2
85853210,-61
85853912,-61
85854584,5
85855102,5
85855652,-10
85856445,-3
85857239,-3
85857879,7
85858490,-7
85859253,-7
85859924,-8
85860596,-8
85861358,-8
85861999,-6
85862640,14
85863220,14
85863739,-90
85864471,-90
85865173,-8
85865845,-5
85866516,-5
85867187,0
85867798,0
85868347,-2
85869018,-8
85869659,-8
85870453,-9
85871124,-2
85871765,-2
85872436,-209
85873077,-209
85873688,-187
85874298,-70
85874969,-70
85875610,3
85876221,3
85876739,-5
85877472,-1
85878143,-1
85878845,-11
85879547,1
85880127,1
85880676,-3
85881286,-3
85881988,-59
85882629,-7
85883362,-7
85884002,-30
85884704,6
85885284,6
85885834,4
85886383,4
85886932,0
85887604,0
85888183,10
85888794,10
85889343,1
85889984,12
85890533,12
85891083,-5
85891754,-5
85892456,-127
85893066,-127
85893707,-165
85894470,-209
85895202,-209
85895904,-25
85896606,-4
85897278,-4
85897919,1
85898529,-13
85899231,-13
85899963,1
85900513,-11
85901214,-11
85901825,1
85902466,1
85903137,-3
85903808,-10
85904541,-10
85905334,-4
85906006,17
85906586,17
85907165,1
85907776,1
85908264,-4
85908935,7
85909576,7
85910187,-6
85910858,-6
85911529,-5
